EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
851112663,SPECTACLE COLLECTIVE,,68 SALISBURY RD,WATERTOWN,MA,02472-3517,0000,03,3,2000,202310,1,15,000000000,1,01,202508,0,0,02,0,08,0,0,0,A60,
851113305,PAWSITIVE CAUSE PROJECT INC,% TAMMI LATORRE,104 CROOKED LN,LAKEVILLE,MA,02347-1407,0000,03,3,1000,202007,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D99,
851113975,MEDWAY YOUTH SOFTBALL INC,,PO BOX 133,MEDWAY,MA,02053-0133,0000,03,3,1200,202105,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N63,
851115587,CLIMATE FINANCE ACTION INC,% MARY CERULLI,166 W BROOKLINE ST,BOSTON,MA,02118-1280,0000,03,3,1200,202012,1,15,000000000,1,01,202412,4,4,01,0,12,114280,305460,305460,C01,
851117799,JOSEPH NGO & BAY HUYNH FAMILY CHARITY,% LYNNZIE TA,80 COLONIAL DR,SHREWSBURY,MA,01545-1544,0000,03,3,1000,202006,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,T50,
851135571,CLVT LLC,% LAWRENCE VINSON III,650 HUNTINGTON AVE APT 7G,BOSTON,MA,02115-5914,0000,03,3,2000,202301,1,04,000000000,1,01,,0,0,00,1,06,,,,P20,THE CLVT
851135837,MA TOP GUN,% MARK COURTOIS,25 GORDON RD,SHREWSBURY,MA,01545-3722,0000,03,3,2000,202303,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,I20,
851145586,ATALLAH FOUNDATION CORP,% CELINE ATALLAH,126A PLEASANT VALLEY ST,METHUEN,MA,01844-7217,0000,03,3,1000,202008,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,T31,
851149610,COVEDUCATION,% DHEEKSHITA KUMAR,16 HOUND PACK CIR,EAST WALPOLE,MA,02032-1066,0000,03,3,1200,202006,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,B19,COVED
851157101,SENIOR CITIZENS AGECARE FOUNDATION UGANDA,% ABDULAZIIZ KADDU,111 LOCUST ST STE 108,WOBURN,MA,01801-3865,0000,03,3,1000,202007,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A70,SCACFU
851162094,HIDING IN PLAIN SIGHT,% ELIZABETH ALLEN,234 EXCHANGE ST,CHICOPEE,MA,01013-1678,0000,03,3,1230,202006,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,F53,
851167451,OLD COLONY DOG TRAINING,,4 LOONEY AVE,SALEM,MA,01970-1910,0000,03,3,1000,202411,1,16,000000000,1,01,,0,0,02,0,12,,,,D61,
851179829,CHRIST CALLS YOU MINISTRIES CHAPLAIN INTERNATIONAL,,769 VFW PKWY,WEST ROXBURY,MA,02132-2406,0000,03,3,7000,202103,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,X20,
851182791,BOSTON DREAM SOCCER ASSOCIATION INC,,62 SADDLEWORTH WAY,MIDDLEBORO,MA,02346-3063,0000,03,3,1200,202407,1,16,000000000,1,01,202412,2,3,02,0,12,21220,32172,32172,N64,
851184612,ALBANIAN SCHOOL - ILLYRIA,,34 ROCKLAND AVE,ARLINGTON,MA,02474-2116,0000,03,3,2000,202012,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B90,
851193317,CASA DE ORACION CAMINO DE SANTIDAD INC,% KARELEME PONCE,60 ISLAND STREET,LAWRENCE,MA,01840-1835,0000,03,3,1270,202302,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X21,
851200274,ZEOLA HOME CARE SERVICES,,90 CANAL ST STE 4,BOSTON,MA,02114-2022,0000,03,3,1200,202006,1,15,000000000,1,01,202412,4,3,02,0,12,217415,28888,28888,E92,
851204224,BUYPINK INC,,20 CALVIN ST,AYER,MA,01432-1578,0000,03,3,1000,202403,1,16,000000000,1,01,,0,0,02,0,12,,,,G32,
851213287,A HOME 4 EVERYONE INC,% RIGINA SMALL,200 BROOKLINE AVE UNIT 401,BOSTON,MA,02215-3951,0000,03,3,1000,202006,1,16,000000000,1,01,202212,3,4,01,0,12,36787,121938,121938,P50,
851213505,TENDA DE UMBANDA SAGRADA FAMILIA INC,% ROBERTA ANDREATI,55 MIDDLESEX STREET STE B315,NORTH CHELMSFORD,MA,01863-1569,0000,03,3,7000,202207,1,10,000000000,1,01,202412,0,0,06,0,12,0,0,0,X99,
851224167,LIBRARY LAND PROJECT INC,,32 COTTAGE ST,MEDWAY,MA,02053-1551,0000,03,3,1200,202006,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B99,
851224624,BEATON PATH FOUNDATION INC,,185 GLENELLEN RD,WEST ROXBURY,MA,02132-5706,0000,03,3,1280,202006,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,T30,
851224720,TRUTH MINISTRY,% EDWARD TONEY,11 RHOADES ST,BOSTON,MA,02124-2721,0000,03,3,1700,202309,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
851226801,HARVARD GRIFFIN GSAS CHINESE STUDENTS AND SCHOLARS ASSOCIATION,% ZIWEI GU,109 SPRING ST,WATERTOWN,MA,02472-3462,0000,03,3,1000,202007,1,16,000000000,1,01,202412,4,3,02,0,12,368459,42491,42491,A20,
851227112,ONENESS CORP,% IVAN SSEMANDA,19 ORISON STREET WORCESTER,WORCESTER,MA,01601-0000,0000,03,3,1000,202006,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A70,ONC
851229704,BAHAIS OF CHICOPEE,% MS LUDMILA Y TSIKHOTSKAYA,161 THEROUX DR APT 14A,CHICOPEE,MA,01020-3221,9508,03,9,1700,199505,1,10,001000000,1,01,,0,0,06,0,04,,,,,8612 CHICOPEE
851230917,TURNING LIFE ON,% A PRINCIPE,78 NASHOBA RD,CONCORD,MA,01742-2231,0000,03,3,1000,202006,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B01,
851231357,SHNORIG MINASSIAN ARMENIAN SCHOOL CHILDRENS FUND INC,% HRATCH MINASSIAN,11 LINCOLN WOODS RD,WALTHAM,MA,02451-1431,0000,03,3,1000,202308,1,15,000000000,1,01,,0,0,02,0,12,,,,A23,
851239634,MEN OF DIVINE MERCY INC,% JOHN BACON,225 VICTORY RD,QUINCY,MA,02171-3102,0000,03,3,7000,202011,1,16,000000000,1,01,202406,0,0,02,0,06,0,0,0,X22,
851241791,PRIMERA IGLESIA PENTECOSTAL UNA PALABRA DE DIOS PARA TI,,17 NORMANDY RD,FRAMINGHAM,MA,01702-2301,0000,03,3,7000,202109,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
851244271,AURELIAS GARDEN INC,% NANCY KAHN,1 WINDEMERE LN,WELLESLEY,MA,02481-4813,0000,03,3,1200,202006,1,16,000000000,1,01,202409,3,2,02,0,09,40084,20681,20681,K20,
851244518,SAYLESSELDON BOYS INC,% BELINDA SAYLES,164 MAIN ST,EVERETT,MA,02149-5715,0000,03,3,1280,202006,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,O50,
851244761,SAINT MARY OF THE SACRED HEART PARISH,% FINANCE & OPERATIONS MANAGER,8 S COMMON ST,LYNN,MA,01902-4407,0928,03,9,1700,194603,1,10,031150120,5,01,,0,0,06,0,06,,,,,
851245535,LLEGO BOSTON INC,% ISRAEL MARRERO,57 NIXON ST,DORCHESTER,MA,02124-2327,0000,03,3,2000,202410,1,16,000000000,1,01,202112,1,0,02,0,12,1,0,0,I60,
851256455,JEWISH VISION FOUNDATION,% ARIEL SOKOLOVSKY,213 KELTON ST APT 304,BOSTON,MA,02134-4384,0000,03,3,1278,202006,1,16,000000000,1,01,202301,0,0,02,0,01,0,0,0,X30,
851262649,FLEET FUND INC,,PO BOX 995,WELLFLEET,MA,02667-0995,0000,03,3,1000,202203,1,15,000000000,1,01,202412,4,4,01,0,12,232359,161962,161962,P99,FLEET FUND
851267304,OUR LADY OF MOUNT CARMEL PARISH,% FINANCE & OPERATIONS MANAGER,1540 BLUE HILL AVE,MATTAPAN,MA,02126-0000,0928,03,9,1700,194603,1,10,031150120,5,01,,0,0,06,0,06,,,,,
851272565,AVE MARIA PARISH,,17 GROVE ST,LYNNFIELD,MA,01940-1446,0928,03,9,1700,194603,1,10,031150120,5,01,,0,0,01,0,12,,,,,
851280554,ALICE L WHITE FOUNDATION,% MARK A NOWAK BURNS,MCCARTER ENGLISH 265 FRANKLIN ST,BOSTON,MA,02110-0000,0000,03,3,1000,202103,1,04,000000000,2,01,202412,6,5,00,1,12,2558331,765280,,T20,
851283931,ODDBALL FOUNDATION,,180 NORTH WASHINGTON ST,MANSFIELD,MA,02048-0000,0000,03,3,1000,202012,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,F01,
851286625,WOBURN MUNICIPAL WATERWORKS MUSEUM INC,% ALEXANDER E KARNES,82 TOWN LINE DR,HANOVER,MA,02339-1185,0000,03,3,1280,202203,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A57,
851290474,DELTA GRACIOUS GIVERS ORGANIZATION,% BERNADIN SIMEUS,PO BOX 692507,QUINCY,MA,02269-2507,0000,03,3,1000,202407,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,T99,
851293789,FOOD ALLERGY SCIENCE INITIATIVE INC,% THE ORGANIZATION,211 COMMONWEALTH AVE,BOSTON,MA,02116-1704,0000,03,3,1000,202009,1,15,000000000,1,01,202506,7,7,01,0,06,7792816,8942516,8942516,,
851294087,SISTERS UNCHAINED INC,% VANESSA LY,69 SAINT ROSE ST,JAMAICA PLAIN,MA,02130-3927,0000,03,3,1000,202104,1,15,000000000,1,01,202412,3,4,01,0,12,39468,449198,449198,O11,
851295736,MULHERES NOS BRACOS DO PAI INC,,83 JORDAN ST,BROCKTON,MA,02302-1233,0000,03,3,1700,202309,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
851298491,ABIOMED CHARITABLE FOUNDATION INC,,22 CHERRY HILL DR,DANVERS,MA,01923-2575,0000,03,3,1000,202106,1,15,000000000,1,01,202503,0,0,02,0,03,0,0,0,M99,
851306097,CHRIST IN MINISTRY INC,,31 HISGEN RD,HOLLAND,MA,01521-2819,0000,03,3,7000,202303,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
851306450,MAMA CLARKS INITIATIVE FOR READING AND RUNNING INC,% PATRICIA CLARK,23 NELSON PL,WORCESTER,MA,01605-1140,0000,03,3,1230,202007,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P30,
851306496,WHIP CITY ANIMAL SANCTUARY INC,,232 MONTGOMERY RD,WESTFIELD,MA,01085-1064,0000,03,3,1000,202011,1,16,000000000,1,01,202412,4,4,01,0,12,165158,172568,164418,D20,
851307986,LA VOZ ETERNA INC,,150 MARKET ST SUITE 300,LYNN,MA,01901-1529,0000,03,3,1270,202305,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
851313487,FAITH AND GRACE INTERNATIONAL MINISTRIES,,1 WEATHERLY PL,NANTUCKET,MA,02554-1427,0000,03,3,1700,202009,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,X20,
851315837,MICHAEL R KRAMER CHARITABLE TRUST,% JAY D ROSENBAUM NIXON PEABODY LLP,CO NIXON PEABODY LLP 53 STATE ST,BOSTON,MA,02109-0000,0000,03,3,1000,202007,1,04,000000000,2,01,202412,6,6,00,1,12,1511420,1221930,,T20,
851316036,PEMBROKE TITANS YOUTH LACROSSE,% JENNIFER CONLEY,18 MARIAHS PATH,PEMBROKE,MA,02359-2137,0000,03,3,1200,202012,1,16,000000000,1,01,202408,0,0,02,0,08,0,0,0,N60,PTYL
851317160,HADLEY PTO,% JESSICA MACKOOL-TODD,24 REDINGTON ST,SWAMPSCOTT,MA,01907-2008,0000,03,3,1200,202403,1,16,000000000,1,01,202406,0,0,02,0,06,0,0,0,B94,
851319959,CV SEEDS OF HOPE,% BARTOLOMEU A BARROS,24 LAMBERT AVE,STOUGHTON,MA,02072-2531,0000,03,3,1000,202101,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P99,
851321939,LIKEN INC,,46 FOX MEADOW LN,DEDHAM,MA,02026-6229,0000,03,3,1500,202007,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P30,
851324449,BLACK TEACHERS MATTER INC,% SHARON HINTON,29 LEXINGTON AVE,HYDE PARK,MA,02136-3155,0000,03,3,2000,202011,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B90,BLACK TEACHERS MATTER
851324463,VINTAGE FASHION GUILD,% JANINE SHAW,111 BOLTON ST,BOSTON,MA,02127-1223,0000,06,3,2000,202201,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,S41,
851327838,ACCORDIA CORPORATION,% FREDERICK OU,82 CHESTNUT ST APT 43,BOSTON,MA,02108-1112,0000,03,3,1270,202106,1,15,000000000,1,01,202501,3,2,02,0,01,28240,18810,18810,X90,
851353590,MISIONES JIREH,% CAROLIN RIVERA,29 14TH AVE,HAVERHILL,MA,01830-3215,0000,03,3,7000,202212,1,10,000000000,1,01,,0,0,06,0,12,,,,X99,
851361559,BERKSHIRE VELO INC,% HANJIRO,7 BUSHEY RD,PITTSFIELD,MA,01201-4403,0000,03,3,1200,202006,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,N60,
851362578,STEM4FREE INCORPORATED,% ARNAV BHAKTA,5 TIMOTHY DR,ANDOVER,MA,01810-4814,0000,03,3,1000,202006,1,15,000000000,1,01,202306,0,0,02,0,06,0,0,0,K30,
851372377,PINNACLE PARTNERSHIPS CORPORATION,% KRISTI GLENN,101 SYCAMORE ST,BROCKTON,MA,02301-3155,0000,03,3,1000,202103,1,15,000000000,1,01,202412,1,0,02,0,12,1,0,0,,
851372981,CAPE COD CHRISTIAN ACADEMY,% TRACY WATERS,260 UNDERPASS RD,BREWSTER,MA,02631-3123,0000,03,3,2000,202008,1,11,000000000,1,01,202406,4,4,01,0,06,125462,297994,297994,B24,
851374818,WAREHAM POLICE ASSOCIATION,,2515 CRANBERRY HWY,WAREHAM,MA,02571-1060,0000,03,3,1000,202411,1,16,000000000,1,01,202412,3,3,01,0,12,42718,99576,82822,I03,
851383592,INSTITUTE FOR FUTURE INTELLIGENCE INC,% CHARLIES XIE,26 ROCKLAND ST,NATICK,MA,01760-5852,0000,03,3,2000,202007,1,15,000000000,1,01,202309,4,6,01,0,09,275461,1114612,1114612,B05,
851384045,GREEN CHEMISTRY & COMMERCE COUNCIL INC,,6 LIBERTY SQUARE 2552,BOSTON,MA,02109-5800,0000,06,3,2000,202011,2,00,000000000,1,01,202412,5,6,01,0,12,639495,1479785,1479785,S41,
851388957,TEND TO YOU INC,% ELEANOR MCDONALD,6 ELIOT RD,NORTHBOROUGH,MA,01532-2738,0000,03,3,1000,202007,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,E60,
851400559,UPTOWN BOXING CLUB OUTREACH,,3 COLONIAL DR,SOUTHBRIDGE,MA,01550-2253,0000,03,3,1000,202010,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,O50,
851412034,GLORIOUS ANCHOR OF LIFE MINISTRY,,173 GROVE ST,WORCESTER,MA,01605-1720,0000,03,3,7000,202512,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
851416139,ALLIES IN MUSIC EDUCATION INC,,27 JACKSON ST APT 111,LOWELL,MA,01852-2138,0000,03,3,1200,202409,1,15,000000000,1,01,,0,0,02,0,05,,,,P20,OWEN MICHAEL KELLY SOLE MBR
851431566,COUNT LOVE,% NATHAN PERKINS,22 SACRAMENTO PL,CAMBRIDGE,MA,02138-1814,0000,03,3,1200,202007,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,W05,
851432004,NORTHEAST FARMERS OF COLOR LAND TRUST INC,% REGISTERED AGENTS INC,82 WENDELL AVE STE 100,PITTSFIELD,MA,01201-7066,0000,03,3,1200,202505,1,15,000000000,1,01,202412,3,4,01,0,12,55015,100000,100000,K25,
851438430,LEMONS FOR LEARNING INC,% MAX HARTHORNE,1 COTSWOLD TER,NEWTON,MA,02459-1924,0000,03,3,1200,202006,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,O53,LEMONS FOR LEARNING
851444242,CONTENTMENT PLACE COMMUNCITIES CORPORATION,,PO BOX 372,DEDHAM,MA,02027-0372,0000,03,3,1000,202012,1,16,000000000,1,01,202412,6,5,01,0,12,3245474,849562,849562,S31,
851459102,MINISTERIO EVANGELICO PENIEL INC,% ELMER VICTOR ELIAS VASQUEZ,11 RANDALL ST APT 1,WALTHAM,MA,02453-4013,0000,03,3,7000,202106,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
851465883,HEAD TOWARD COLLEGE INC,,288 WALNUT ST STE 130A,NEWTONVILLE,MA,02460-1991,0000,03,3,1200,202007,1,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,P99,
851467174,COLEGIO MADRE TERESA INC,% MARTIN ETCHEVERRY,ONE POST OFFICE SQUARE FLOOR 21,BOSTON,MA,02109-2106,0000,03,3,1200,202008,1,15,000000000,1,01,202412,6,4,01,0,12,1206101,264018,264018,Q30,
851470583,CROSBY-COUTO BASKETBALL FUND,% LISA CROSBY,62 PADELFORD ST,BERKLEY,MA,02779-1109,0000,03,3,1000,202011,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,Z99,
851471530,NEW ENGLAND DIVISION US FENCING,% LEE ANN DESAI,100 HOLTON ST,BRIGHTON,MA,02135-1350,0000,03,3,1000,202311,1,16,000000000,1,01,202507,3,4,01,0,07,51350,170191,170191,N70,NE - USFA
851482390,INDIAN LAKE COMMUNITY ASSOCIATION,,55 WEST BOYLSTON DR,WORCESTER,MA,01606-2868,0000,03,3,1230,202106,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,C50,
851486828,VILLAGE AND WILDERNESS PROJECT INC,% THOMAS P CHASE,44 VINEYARD AVE,OAK BLUFFS,MA,02557-7292,0000,03,3,1000,202112,1,15,000000000,1,01,202412,5,5,01,0,12,941468,593500,593500,,
851489119,DIGITAL READY INC,% SARAH RICE,22 ORCHARD ST,JAMAICA PLAIN,MA,02130-2722,0000,03,3,1200,202009,1,16,000000000,1,01,202406,6,6,01,0,06,1103217,2359571,2359571,B90,DIGITAL READY
851489425,PARENT ASSOCIATION OF CHRISTIAN EDUCATORS,,3 WILDWOOD WAY,SANDWICH,MA,02563-2686,0000,03,3,1270,202201,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,B90,
851493443,KIWANIS CHARITY CLUB OF MEDFORD INC,% MICHAEL CUGNO,MAHONEY FIORENTINO 607 NORTH AVE,WAKEFIELD,MA,01880-0000,0000,03,3,1000,202007,1,16,000000000,1,01,202412,1,3,02,0,12,7277,43459,15050,R12,
851494025,PHI SIGMA RHO NATIONAL SORORITY,% PHI SIGMA RHO ALPHA TAU CHAPTER,434 CURRY STUDENT CENTER,BOSTON,MA,02115-0000,5641,07,9,1000,201003,0,00,000000000,5,01,202412,0,0,02,0,12,0,0,0,,ALPHA TAU CHAPTER NORTHEASTERN UNIV
851510237,HOUSING FORWARD-MA,% JOSH ZAKIM,10 TREMONT ST 2ND FLOOR,BOSTON,MA,02108-2066,0000,03,3,1200,202009,1,15,000000000,1,01,202412,3,3,01,0,12,48604,79000,79000,L11,
851511646,IGLESIA PENTECOSTAL DE CHICOPEE INC,% LUZ E RODRIGUEZ,521 GRATTAN ST,CHICOPEE,MA,01020-1548,0000,03,3,7000,202011,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
851514872,TRI TOWN AGAINST RACISM INC,% ALISON NOYCE,38 GERRISH RD,ROCHESTER,MA,02770-1816,0000,03,3,2000,202203,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A01,
851519479,MAJIRA PROJECT INC,% KERRY BOWIE,50 MILK STREET 15TH FLOOR,BOSTON,MA,02109-5002,0000,03,3,1200,202205,1,15,000000000,1,01,202206,0,0,02,0,06,0,0,0,S43,MAJIRA
851527321,IREMEMBER INC,% MATT TENGTRAKOOL,13 DOLORES DR,BURLINGTON,MA,01803-1713,0000,03,3,1230,202007,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P99,
851537388,ETINAN CHILDRENS SCHOLARSHIP FOUNDATION INC,% ISONGESIT IBOKETTE,28 RESTARICK AVE,RANDOLPH,MA,02368-5332,0000,03,3,1000,202007,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P30,
851538791,CROSS BORDER LEGACY FOUNDATION INC,% PAUL MBIMEH,24 BEAVER ST,BROCKTON,MA,02302-3631,0000,03,3,1000,202101,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,,
851539892,CRAYON PROJECT,,40 GLENMORE LN,BRIDGEWATER,MA,02324-2210,0000,03,3,1200,202008,1,16,000000000,1,01,202501,0,0,02,0,01,0,0,0,A19,
851547863,FRIENDS OF THE JFK BIRTHPLACE,% NATL PARK SERVICE,99 WARREN ST,BROOKLINE,MA,02445-5930,0000,03,3,2000,202103,1,16,000000000,1,01,202409,0,0,02,0,09,0,0,0,A11,
851557340,COMMUNITY YOUTH EMPOWERMENT,,PO BOX 820,WEST WAREHAM,MA,02576-0820,0000,03,3,1000,202112,1,15,000000000,1,01,202506,1,1,02,0,06,8754,8286,8286,B90,
851575098,RICHARD MELIK SIMONIAN CHARITABLE TRUST,,370 MAIN ST STE 970,WORCESTER,MA,01608-1761,0000,03,3,1000,202012,1,04,000000000,2,01,202412,6,6,00,1,12,1989864,1421842,,B82,
851577208,HOPE S CHILDREN ORGANIZATION INC,,30 THREE RIVERS DR,BRIDGEWATER,MA,02324-1960,0000,03,3,1000,202104,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,Q99,
851577511,FONDATION SEPHORA MORON,% SILVIA SEPHORA MORON,1005 TRAPELO ROAD,WALTHAM,MA,02452-4873,0000,03,3,1000,202008,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,,
851581506,LOVING LITTLE MINDS HOME LIBRARY PROJECT FOUNDATION,% SIMANTA BUCK,17 REED STREET UNIT 1,ARLINGTON,MA,02474-1354,0000,03,3,1230,202007,1,15,000000000,5,01,202406,0,0,02,0,06,0,0,0,A23,LOVING LITTLE MINDS HOME LIBRARY PR
851585845,MOVEMENT ARTS CREATION STUDIO INC,,7 OLD DEE RD,CAMBRIDGE,MA,02138-4633,0000,03,3,1200,202106,1,15,000000000,1,01,202412,4,5,01,0,12,107587,565849,318349,A61,
851587425,LYNN MAIN STREETS INC,,590 WASHINGTON ST,LYNN,MA,01901-1406,0000,03,3,1200,202009,1,16,000000000,1,01,202412,4,4,01,0,12,168254,172545,172545,S31,
851587780,MASSACHUSETTS SOCIETY OF FACIAL PLASTIC SURGERY INC,% PETROPOULOS,80 LINDALL STREET,DANVERS,MA,01923-2135,0000,03,3,2000,202301,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,E03,MSFPS
851601359,IMPACT WALLS INC,% SCOTT KOKONES,12 SAGAMORE DR,ANDOVER,MA,01810-5106,0000,03,3,1200,202007,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A25,
851603509,BOATENG EDUCATION FOUNDATION,% SOLOMON A BOATENG,30 ECKINGTON ST,SPRINGFIELD,MA,01108-2837,0000,03,3,1230,202007,1,16,000000000,1,01,202406,0,0,02,0,06,0,0,0,A25,
851603823,FRIENDS OF TEMPLETON VETERANS INC,,491 HUBBARDSTON RD,TEMPLETON,MA,01468-1514,0000,03,3,1000,202009,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,W30,
851606673,MERRIMACK VALLEY BLACK & BROWN VOICES INC,% ELIZABETH WALKER GRANT,83 MORTON ST,ANDOVER,MA,01810-2036,0000,03,3,1000,202110,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
851614721,MOTHERS AGAINST RACISM,% DONNA MARSHALL,ONE BLACKBURN CENTER,GLOUCESTER,MA,01930-2296,0000,03,3,2000,202010,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,R30,
851620124,PARAGON SOCIETY INC,% STEPHANIE CRAYTON,PO BOX 380748,CAMBRIDGE,MA,02238-0748,0000,03,3,1200,202010,1,16,000000000,1,01,202501,0,0,02,0,01,0,0,0,O50,
851623263,WEYMOUTH DANCE TEAM BOOSTERS,% AMY STANTON,26 HOLMBERG RD,EAST WEYMOUTH,MA,02189-1204,0000,03,3,1000,202007,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,A62,
851624229,ROBERT J FISHMAN MEMORIAL FUND,% LISA FISHMAN,11 BEACH RD,SHARON,MA,02067-2505,0000,03,3,1200,202007,1,16,000000000,5,01,202412,3,3,02,0,12,82235,41459,10205,B82,
851637469,REPORTAGE INTERNATIONAL INC,% GLENN RUGA,61 POTTER ST,CONCORD,MA,01742-3509,0000,03,3,2000,202103,1,16,000000000,1,01,202506,2,3,01,0,06,12998,93763,93763,A30,
851645250,GUARDIANS OF TRADITION,% VANESSA DE LEON,34 AIRLIE ST,WORCESTER,MA,01606-3216,0000,03,3,2300,202007,1,16,000000000,1,01,202406,0,0,02,0,06,0,0,0,A23,
851652591,HANDI CAPABLE FITNESS INC,,19 FAIRVIEW AVE,MALDEN,MA,02148-2910,0000,03,3,1237,202009,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,S99,
851652831,MISSION CHURCH SHEPHERDS KITCHEN,,130 HIHGLAND AVE,SOMERVILLE,MA,02143-0000,0000,03,3,1000,202009,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,K31,
851654694,HOUSE WE BUILT DEVELOPMENT FOUNDATION INC,% ALFRED CHAN,8 ROCKY BROOK RD,DOVER,MA,02030-2443,0000,03,3,1200,202512,1,15,000000000,1,01,202112,1,2,02,0,12,735,11233,11233,N60,
851656149,BOSTON ARMIZARE INC,% MICHAEL OBRIEN,100 HOLTON ST,BRIGHTON,MA,02135-1350,0000,03,3,1200,202104,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A99,
851657800,411 CARES,% DOROTHY K ONEIL,284 N BROADWAY,HAVERHILL,MA,01832-0000,0000,03,3,1000,202009,1,15,000000000,1,01,202501,0,0,02,0,01,0,0,0,S21,
851664049,NAZARENE MISSIONARY CHURCH INC,% REV MILTON CHERY,5 YOUNG TER,RANDOLPH,MA,02368-5034,0000,03,3,7000,202104,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,NMC
851674143,WELCOMENST INC,,94 GOLDEN RUN RD,BOLTON,MA,01740-2009,0000,03,3,1000,202007,1,15,000000000,1,01,202412,4,6,01,0,12,259415,1095285,1095285,P40,
851677996,FOUNDATION TO TREAT NORRIE DISEASE,% JESSIE JIANG,60 ROSEMARY ST,NEEDHAM,MA,02494-3266,0000,03,3,1200,202507,1,15,000000000,1,01,202412,1,3,02,0,12,6633,25980,25980,G20,
851678226,TREE-PLENISH,% SETHU ODAYAPPAN,14 STRATTON RD,MANSFIELD,MA,02048-1168,0000,03,3,1200,202007,1,16,000000000,5,01,202501,0,0,02,0,01,0,0,0,C50,
851681659,COMMONWEALTH CANCER CONSORTIUM INC,% TYLER JACKS PHD,101 ROGERS ST,CAMBRIDGE,MA,02142-1000,0000,03,3,1000,202105,1,15,000000000,1,01,202412,9,8,01,0,12,57023112,13409685,13409685,,
